fulltext_pdf,date,fulltext_html,doi,title,publisher,,,authors,,,,,,,,issn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,,,,,,,,,,,,,,,,fulltext_ePUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,,fulltext_html,doi,title,publisher,volume,issue,,firstpage,,abstract,,license,,copyright,,,,,abstract_html,,fulltext_xml,,,,,,,keywords,,,,,,,author_contrib_html,,,date_accepted,date_published,date_submitted,,discussion_html,,methods_html,author_institution,author_name,results_html,supplementary_file,,introduction_html,references_html,figures_image,editor_name,,tables_html,journal_name,figures_html,journal_issn,,,,,,,,,,,,,,,,,,,,,abstract_text,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,,authors,,description,abstract,journal,,figure,copyright,,supplementary_material,language,,,,,,,,,,,,,,,,,,,,,,,,abstract2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,,abstract,,,,,,,,author,,,,,,,,,,,,,,,,,,,caption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smallfigure,,,,,,,,,,,,,,,,,,,largefigure,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,,,,,,,,,,,,,,,,fulltext_ePUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,,authors,,description,abstract,journal,,figure,copyright,,supplementary_material,language,,,,,,,,,,,,,,,,,,,,,,,,abstract2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,,,authors,,,,,,,,issn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,authors,firstpage,description,abstract,journal,license,figure,copyright,,supplementary_material,,,,figure_caption,fulltext_xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,publisher,volume,issue,,firstpage,description,abstract,journal,license,figure,,issn,,language,author,abstract_html,,,lastpage,source,identifier,creators,contributors,references,,htmlBodyAuthors,corresponding_author_email,onlineDate,htmlBodyAuthorUrls,author_institutions,citationDate,,,,,,,,,coordinates_cif,,,,,,,,,,,fulltext_html_frameset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulltext_pdf,date,fulltext_html,doi,title,,volume,issue,,firstpage,description,,,,,,,,,author,abstract_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
